indic_is,ind_type,unit,time\geo	EU28 	EU27 	EU15 	EA 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	IS 	NO 	ME 	MK 	TR 
I_IHDDAY,IND_DEG3,PC_IND_IUHD,2012	50 	50 	53 	52 	32 	62 	: u	52 	: 	34 	: 	: 	57 	50 	44 	72 	: 	43 	15 	: 	39 	: u	60 	51 	27 	23 	47 	28 	28 	49 	61 	50 	36 	: 	: 	: 	: 
I_IHDDAY,IND_NO1,PC_IND,2012	21 	21 	21 	17 	11 	: 	: u	31 	15 	: 	19 	5 	19 	19 	: 	10 	9 	: 	: 	25 	8 	: 	30 	20 	: 	8 	: 	: 	17 	24 	41 	36 	: 	: 	: 	: 	: 
I_IHDDAY,IND_NO1,PC_IND_IU3,2012	26 	26 	26 	22 	13 	: 	: u	34 	18 	: 	24 	9 	26 	23 	: 	17 	15 	: 	: 	28 	10 	: 	32 	25 	: 	11 	: 	: 	20 	26 	44 	41 	: 	: 	: 	: 	: 
I_IHDDAY,IND_NO1,PC_IND_IUHD,2012	61 	61 	61 	59 	36 	: 	: u	60 	62 	: 	64 	40 u	59 	56 	: 	73 	51 	: 	: 	52 	49 	: 	68 	55 	: 	45 	: 	: 	50 	53 	69 	63 	: 	: 	: 	: 	: 
I_IHDDAY,IND_O1,PC_IND,2012	7 	7 	10 	9 	9 	4 	: u	: 	11 	8 	: 	6 	15 	9 	: 	5 	: 	8 	3 	: 	4 	17 	: 	19 	4 	4 	3 	7 	8 	: 	: 	28 	: 	: 	: 	: 	: 
I_IHDDAY,IND_O1,PC_IND_IU3,2012	11 	11 	16 	14 	12 	9 	: u	: 	14 	10 	: 	10 	24 	13 	: 	12 	: 	11 	4 	: 	6 	25 	: 	25 	7 	6 	6 	10 	11 	: 	: 	32 	: 	: 	: 	: 	: 
I_IHDDAY,IND_O1,PC_IND_IUHD,2012	45 	45 	53 	49 	35 	60 	: u	: 	56 	45 	: 	36 	55 	37 	: 	72 	: 	46 	21 	: 	42 	58 	: 	57 	28 	31 	53 	33 	31 	: 	: 	63 u	: 	: 	: 	: 	: 
I_IHDDAY,IND_TOTAL,PC_IND,2012	16 	16 	19 	15 	11 	4 	: u	31 	15 	8 	19 	6 	18 	18 	14 	9 	9 	8 	3 	25 	5 	17 	30 	20 	4 	5 	3 	7 	9 	24 	41 	35 	20 	30 	14 	4 	5 
I_IHDDAY,IND_TOTAL,PC_IND_IU3,2012	22 	22 	25 	20 	13 	9 	: u	34 	18 	10 	24 	10 	25 	23 	23 	16 	15 	11 	4 	28 	7 	25 	32 	25 	7 	8 	6 	10 	12 	26 	44 	41 	20 	32 	24 	8 	12 
I_IHDDAY,IND_TOTAL,PC_IND_IUHD,2012	58 	58 	60 	58 	36 	60 	: u	60 	61 	45 	64 	36 	58 	55 	48 	73 	51 	46 	21 	52 	45 	58 	68 	55 	28 	36 	53 	33 	34 	53 	69 	63 	45 	52 	59 	36 	51 
I_IHDDAY,ISCO0_5,PC_IND,2012	25 	25 	27 	22 	16 	10 	: u	38 	20 	12 	31 	11 	27 	27 	20 	: u	14 	12 	4 	30 	9 	28 	39 	26 	9 	9 	7 	9 	13 	31 	48 	45 	24 	33 	: 	11 	: 
I_IHDDAY,ISCO0_5,PC_IND_IU3,2012	26 	26 	29 	24 	17 	12 	: u	38 	21 	12 	33 	14 	30 	28 	22 	: u	17 	13 	4 	31 	9 	30 	39 	28 	10 	10 	9 	10 	13 	31 	49 	47 	24 	34 	: 	13 	: 
I_IHDDAY,ISCO0_5,PC_IND_IUHD,2012	61 	61 	64 	61 	42 	62 	: u	61 	63 	46 	70 	44 	62 	61 	50 	: u	53 	51 	23 	54 	47 	62 	69 	54 	33 	41 	54 	29 	35 	53 	70 	67 	49 	51 	: 	41 	: 
I_IHDDAY,ISCO6_9,PC_IND,2012	13 	13 	16 	12 	8 	1 	: u	27 	14 	6 	14 	2 	13 	15 	7 	: u	2 	5 	0 n	24 	4 	12 	31 	12 	2 	3 	1 	5 	6 	24 	37 	37 	13 	34 	: 	1 	: 
I_IHDDAY,ISCO6_9,PC_IND_IU3,2012	18 	19 	22 	17 	10 	3 	: u	29 	17 	7 	19 	5 	18 	18 	10 	: u	5 	7 	1 	27 	5 	20 	33 	16 	3 	5 	3 	8 	9 	26 	39 	41 	13 	36 	: 	2 	: 
I_IHDDAY,ISCO6_9,PC_IND_IUHD,2012	55 	55 	58 	54 	31 	50 u	: u	59 	61 	48 	55 	32 u	49 	50 	35 u	: u	36 u	38 	8 	54 	40 	53 u	71 	43 	22 	45 	49 	35 u	27 	52 	69 	62 	36 	60 	: 	: u	: 
I_IHDDAY,ISCO_ICT,PC_IND,2012	42 	42 	45 	39 	33 	27 	: u	53 u	35 	31 	: u	: u	41 	52 	: 	: u	44 u	34 	29 u	30 u	22 	: u	39 u	40 	33 	30 	22 	16 	31 	53 	70 u	58 u	: u	: u	: 	: u	: 
I_IHDDAY,ISCO_ICT,PC_IND_IU3,2012	43 	43 	45 	39 	34 	27 	: u	53 u	35 	31 	: u	: u	42 	52 	: 	: u	44 u	34 	29 u	30 u	23 	: u	39 u	41 	34 	30 	28 	16 	31 	53 	70 u	58 u	: u	: u	: 	: u	: 
I_IHDDAY,ISCO_ICT,PC_IND_IUHD,2012	64 	64 	66 	64 	50 	62 u	: u	69 u	64 	56 u	: u	: u	61 	72 	: 	: u	: u	72 u	61 u	: u	57 u	: u	: u	57 	46 	48 u	64 u	30 u	46 	58 	79 u	67 u	: u	: u	: 	: u	: 
I_IHDDAY,ISCO_ICTX,PC_IND,2012	20 	20 	24 	19 	14 	6 	: u	34 	18 	9 	26 	8 	22 	22 	16 	: u	9 	9 	2 	29 	6 	23 	37 	21 	5 	6 	3 	7 	10 	27 	44 	42 	21 	33 	: 	6 	: 
I_IHDDAY,ISCO_ICTX,PC_IND_IU3,2012	24 	24 	27 	22 	15 	9 	: u	35 	19 	10 	30 	11 	26 	25 	19 	: u	14 	10 	3 	30 	7 	27 	38 	24 	7 	8 	6 	8 	12 	28 	45 	45 	21 	33 	: 	8 	: 
I_IHDDAY,ISCO_ICTX,PC_IND_IUHD,2012	60 	60 	62 	60 	39 	60 	: u	60 	63 	45 	68 	41 	59 	58 	47 	: u	51 	46 	18 	54 	44 	60 	69 	51 	30 	41 	52 	30 	33 	52 	69 	66 	46 	52 	: 	36 	: 
I_IHDDAY,M_I0_2,PC_IND,2012	11 	11 	13 	11 	8 	1 	: u	35 	20 	7 	6 	2 	11 	15 	11 	5 	4 	9 	3 	21 	5 	9 	27 	31 	3 	3 	2 	4 	10 	23 	34 	19 	19 	39 	8 	1 	3 
I_IHDDAY,M_I0_2,PC_IND_IU3,2012	21 	21 	22 	20 	12 	5 	: u	38 	25 	10 	12 	8 	21 	22 	27 u	12 	12 	14 	6 	25 	11 	17 	31 	43 	8 	6 	9 	9 	15 	30 	38 	32 	19 	43 	: u	4 	9 
I_IHDDAY,M_I0_2,PC_IND_IUHD,2012	57 	57 	58 	57 	33 	: u	: u	62 	67 	37 	49 	34 u	52 	55 	41 u	68 	48 u	47 	17 	52 u	48 	48 	67 	77 	24 	35 	71 u	21 u	29 	58 	66 	59 u	44 	65 	: u	: u	47 
I_IHDDAY,M_I3_4,PC_IND,2012	18 	18 	23 	18 	13 	4 	: u	30 	17 	9 	20 	8 	25 	20 	19 	15 	8 	8 	3 	32 	6 	31 	37 	21 	3 	12 	3 	9 	10 	30 	46 	37 	20 	32 	15 	6 	11 
I_IHDDAY,M_I3_4,PC_IND_IU3,2012	23 	23 	27 	22 	15 	7 	: u	33 	21 	12 	24 	11 	29 	23 	25 	19 	12 	11 	4 	33 	9 	34 	38 	25 	6 	12 	5 	12 	14 	33 	49 	40 	21 	33 	25 	8 	13 
I_IHDDAY,M_I3_4,PC_IND_IUHD,2012	58 	59 	61 	60 	36 	59 	: u	60 	64 	44 	65 	36 	59 	56 	46 	73 	48 	44 	22 	54 	50 	64 	71 	53 	24 	41 	49 	38 	37 	59 	71 	61 	45 	50 	59 	36 	49 
I_IHDDAY,M_I5_8,PC_IND,2012	31 	31 	33 	27 	23 	15 	: u	42 	20 	17 	38 	15 	31 	35 	24 	24 	23 	19 	7 	28 	12 	37 	36 	28 	16 	22 	14 	13 	18 	34 	53 	52 	32 	36 	30 	18 	17 
I_IHDDAY,M_I5_8,PC_IND_IU3,2012	33 	33 	35 	28 	24 	18 	: u	42 	21 	19 	39 	18 	34 	36 	27 	27 	26 	21 	8 	29 	12 	38 	37 	29 	17 	22 	15 	14 	18 	35 	54 	55 	32 	36 	36 	19 	18 
I_IHDDAY,M_I5_8,PC_IND_IUHD,2012	62 	62 	64 	61 	49 	65 	: u	64 	58 	58 	73 	44 	62 	62 	46 	76 	61 	60 	27 	53 	46 	67 	66 	55 	39 	57 	59 	31 	37 	54 	75 	69 	53 	53 	65 	48 u	57 
I_IHDDAY,M_Y16_24,PC_IND,2012	34 	34 	40 	34 	20 	8 	: u	53 	37 	17 	27 	19 	43 	35 	37 	19 	19 	24 	11 	39 	13 	37 	70 	56 	9 	12 	7 	24 	21 	40 	70 	60 	25 	51 	28 	8 	14 
I_IHDDAY,M_Y16_24,PC_IND_IU3,2012	36 	36 	42 	36 	21 	10 	: u	53 	38 	17 	30 	21 	45 	35 	37 	23 	21 	25 	11 	39 	13 	38 	70 	57 	9 	13 	9 	25 	21 	40 	70 	60 	25 	51 	31 	9 	18 
I_IHDDAY,M_Y16_24,PC_IND_IUHD,2012	62 	62 	66 	64 	40 	63 	: u	69 	72 	41 	67 	45 	69 	54 	46 	71 	53 	54 	26 	53 	47 	57 	82 	75 	24 	37 	59 	40 	36 	57 	81 	68 	41 	60 	63 u	36 u	52 
I_IHDDAY,M_Y16_74,PC_IND,2012	19 	19 	22 	18 	14 	5 	: u	34 	18 	11 	21 	8 	20 	22 	18 	11 	11 	10 	4 	29 	7 	19 	34 	24 	6 	7 	4 	8 	12 	29 	45 	40 	22 	35 	18 	6 	7 
I_IHDDAY,M_Y16_74,PC_IND_IU3,2012	25 	25 	28 	23 	17 	10 	: u	37 	21 	13 	27 	13 	28 	26 	26 	18 	18 	14 	6 	30 	10 	27 	36 	28 	9 	11 	8 	12 	15 	33 	48 	45 	23 	37 	29 	9 	13 
I_IHDDAY,M_Y16_74,PC_IND_IUHD,2012	59 	60 	62 	59 	40 	62 	: u	62 	63 	47 	67 	39 	58 	58 	46 	73 	55 	50 	23 	53 	48 	60 	68 	57 	30 	44 	56 	33 	36 	57 	71 	64 	47 	55 	62 	41 	51 
I_IHDDAY,M_Y25_54,PC_IND,2012	23 	23 	26 	21 	18 	7 	: u	42 	22 	13 	26 	8 	22 	26 	20 	14 	13 	11 	3 	33 	8 	24 	38 	23 	7 	9 	4 	9 	13 	38 	55 	48 	27 	42 	19 	7 	6 
I_IHDDAY,M_Y25_54,PC_IND_IU3,2012	27 	27 	30 	25 	19 	11 	: u	43 	23 	15 	31 	12 	27 	29 	25 	19 	18 	13 	4 	34 	10 	30 	38 	26 	10 	12 	8 	11 	15 	39 	55 	51 	28 	43 	29 	11 	12 
I_IHDDAY,M_Y25_54,PC_IND_IUHD,2012	61 	61 	63 	60 	42 	63 	: u	67 	62 	51 	68 	37 	57 	61 	46 	75 	55 	49 	21 	56 	49 	66 	67 	52 	34 	48 	55 	32 	37 	58 	74 	68 	52 	59 	61 	44 	50 
I_IHDDAY,M_Y25_64,PC_IND,2012	19 	19 	22 	18 	15 	5 	: u	35 	18 	11 	22 	7 	19 	22 	16 	12 	11 	9 	3 	29 	7 	19 	31 	21 	6 	7 	4 	7 	11 	32 	46 	41 	24 	36 	15 	6 	5 
I_IHDDAY,M_Y25_64,PC_IND_IU3,2012	25 	25 	27 	22 	17 	10 	: u	37 	20 	13 	28 	11 	25 	26 	23 	18 	17 	12 	4 	30 	10 	26 	32 	24 	9 	11 	8 	10 	14 	34 	48 	45 	24 	37 	27 	10 	11 
I_IHDDAY,M_Y25_64,PC_IND_IUHD,2012	59 	59 	61 	59 	41 	62 	: u	63 	61 	50 	67 	37 	55 	60 	46 	74 	56 	48 	21 	54 	48 	62 	64 	51 	33 	47 	54 	30 	36 	58 	71 	64 	50 	54 	60 	43 	50 
I_IHDDAY,M_Y55_74,PC_IND,2012	5 	5 	6 	4 	4 	1 	: u	11 	4 	1 	5 	1 	4 	7 	1 	3 	3 	1 	0 n	11 	2 	2 	8 	7 	1 	1 	0 n	0 n	2 	10 	16 	11 	8 	11 	4 	0 n	0 n
I_IHDDAY,M_Y55_74,PC_IND_IU3,2012	9 	9 	10 	8 	6 	4 	: u	13 	6 	2 	11 	3 	10 	11 	5 	9 	9 	2 	0 n	13 	5 	5 	10 	12 	2 	2 	2 	1 	4 	13 	19 	16 	9 	13 	18 u	1 	3 
I_IHDDAY,M_Y55_74,PC_IND_IUHD,2012	43 	43 	43 	45 	26 	: u	: u	36 	41 	: u	56 	: u	37 	52 	31 u	63 	62 u	27 u	: u	39 	48 u	: u	44 	43 	20 u	25 u	36 u	: u	27 u	50 	49 	39 	35 	30 	: u	: u	52 u
I_IHDDAY,RETIR_OTHER,PC_IND,2012	4 	4 	4 	3 	3 	0 n	: u	14 	2 	2 	5 	0 n	2 	4 	1 	1 	3 	1 	0 n	6 	1 	3 	8 	5 	0 n	0 n	0 n	0 n	1 	8 	9 	12 	: 	7 	5 	0 	1 
I_IHDDAY,RETIR_OTHER,PC_IND_IU3,2012	8 	8 	9 	6 	6 	3 	: u	19 	4 	4 	8 	2 	7 	6 	6 	6 	10 	2 	1 	8 	3 	8 	10 	10 	1 	1 	2 	0 n	4 	12 	12 	18 	: 	9 	27 u	0 	4 
I_IHDDAY,RETIR_OTHER,PC_IND_IUHD,2012	43 	43 	44 	42 	25 	: u	: u	49 	41 	31 	39 	29 u	39 	39 	29 u	64 	52 u	23 u	18 u	33 	47 	37 u	49 	45 	15 	: u	46 u	: u	28 u	48 	42 	46 	: 	29 u	: u	: u	35 
I_IHDDAY,SAL_SELF_FAM,PC_IND,2012	21 	21 	24 	19 	14 	7 	: u	34 	19 	10 	26 	8 	23 	23 	16 	12 	10 	9 	3 	29 	7 	24 	37 	22 	6 	6 	4 	8 	11 	29 	46 	43 	21 	33 	16 	6 	8 
I_IHDDAY,SAL_SELF_FAM,PC_IND_IU3,2012	24 	24 	28 	22 	16 	10 	: u	35 	20 	11 	30 	12 	27 	25 	19 	16 	14 	11 	3 	30 	8 	28 	38 	24 	8 	9 	7 	9 	12 	30 	47 	45 	21 	34 	22 	9 	14 
I_IHDDAY,SAL_SELF_FAM,PC_IND_IUHD,2012	60 	60 	62 	60 	40 	60 	: u	60 	63 	46 	68 	43 	59 	58 	47 	73 	51 	48 	20 	54 	46 	61 	69 	51 	31 	42 	53 	30 	34 	53 	70 	66 	47 	52 	57 	37 	53 
I_IHDDAY,STUD,PC_IND,2012	32 	31 	37 	31 	16 	10 	: u	53 	29 	16 	33 	14 	43 	34 	42 	23 	20 	22 	11 	45 	12 	33 	60 	52 	10 	11 	8 	24 	18 	33 	60 	58 	27 	47 	35 	9 	16 
I_IHDDAY,STUD,PC_IND_IU3,2012	32 	32 	38 	32 	17 	10 	: u	53 	29 	16 	34 	14 	44 	35 	42 	25 	20 	22 	11 	45 	12 	33 	60 	52 	11 	11 	9 	24 	18 	33 	61 	59 	27 	47 	36 	9 	18 
I_IHDDAY,STUD,PC_IND_IUHD,2012	58 	58 	62 	59 	32 	58 	: u	73 	62 	43 	71 	33 	68 	53 	54 	75 	47 	51 	24 	60 	43 	51 u	79 	73 	26 	29 	58 	40 	35 	51 	74 	65 	44 	64 	64 u	31 u	51 
I_IHDDAY,UNE,PC_IND,2012	11 	10 	12 	11 	5 	2 	: u	16 	7 	8 	12 	4 	12 	18 	13 	8 	10 	3 	1 	11 u	3 	17 u	36 	25 	2 	3 	1 	4 	6 	19 	30 u	25 	15 	19 u	10 	4 	6 
I_IHDDAY,UNE,PC_IND_IU3,2012	15 	15 	17 	15 	7 	5 	: u	16 	10 	10 	16 	6 	17 	21 	22 	13 	15 	5 	2 	12 u	5 	26 u	36 	27 	3 	5 	2 	7 	9 	20 	32 u	29 	15 	20 u	22 	8 	11 
I_IHDDAY,UNE,PC_IND_IUHD,2012	49 	49 	50 	50 	20 	60 u	: u	36 u	53 	49 	55 	23 	45 	55 	42 	70 	58 u	32 	12 	: u	45 u	: u	67 	68 u	19 	25 	: u	22 u	37 u	52 u	50 u	50 	35 u	: u	54 	49 u	55 
I_IHDDAY,Y0_15,PC_IND,2012	: 	: 	: 	: 	: 	: 	: 	: 	11 	19 	: 	: 	: 	: 	: 	: 	: 	22 u	: 	: 	: 	: 	: 	: 	: 	0 	: 	13 	12 	: 	: 	: 	: 	: 	: 	: 	: 
I_IHDDAY,Y0_15,PC_IND_IU3,2012	: 	: 	: 	: 	: 	: 	: 	: 	12 	19 	: 	: 	: 	: 	: 	: 	: 	22 u	: 	: 	: 	: 	: 	: 	: 	0 	: 	14 	13 	: 	: 	: 	: 	: 	: 	: 	: 
I_IHDDAY,Y0_15,PC_IND_IUHD,2012	: 	: 	: 	: 	: 	: 	: 	: 	47 	48 u	: 	: 	: 	: 	: 	: 	: 	53 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	36 u	40 	: 	: 	: 	: 	: 	: 	: 	: 
I_IHDDAY,Y16_24,PC_IND,2012	33 	33 	40 	33 	17 	9 	: u	54 	36 	18 	30 	13 	43 	35 	40 	21 	19 	22 	10 	45 	11 	37 	71 	51 	9 	9 	6 	24 	17 	35 	67 	60 	28 	52 	27 	8 	11 
I_IHDDAY,Y16_24,PC_IND_IU3,2012	35 	35 	41 	35 	18 	11 	: u	54 	37 	19 	32 	14 	45 	35 	41 	25 	21 	22 	10 	45 	12 	38 	71 	51 	9 	9 	8 	24 	17 	35 	67 	60 	28 	52 	30 	9 	17 
I_IHDDAY,Y16_24,PC_IND_IUHD,2012	62 	62 	66 	63 	35 	62 	: u	73 	70 	47 	67 	33 	67 	54 	52 	75 	51 	51 	24 	60 	43 	58 	85 	70 	25 	27 	55 	41 	33 	52 	79 	68 	43 	65 	59 	34 u	51 
I_IHDDAY,Y16_24HI,PC_IND,2012	40 	40 	44 	36 	17 	23 	: u	: u	36 	28 	43 	20 u	46 	34 	25 u	27 	29 	31 	12 	: u	11 u	50 u	76 	: u	12 	16 	11 	: u	19 	: u	: u	59 	: u	: u	47 u	: u	21 
I_IHDDAY,Y16_24HI,PC_IND_IU3,2012	40 	40 	45 	37 	17 	24 	: u	: u	36 	28 	44 	21 u	46 	34 	25 u	29 	31 	32 	12 	: u	11 u	50 u	76 	: u	12 	16 	11 	: u	19 	: u	: u	59 	: u	: u	47 u	: u	22 
I_IHDDAY,Y16_24HI,PC_IND_IUHD,2012	61 	62 	64 	61 	36 u	: u	: u	: u	71 	71 u	74 u	: u	71 	52 	: u	76 	58 u	69 u	26 u	: u	: u	: u	90 u	: u	32 u	32 u	35 u	: u	34 u	: u	: u	66 u	: u	: u	68 u	: u	52 
I_IHDDAY,Y16_24LO,PC_IND,2012	27 	27 	32 	30 	20 	4 	: u	54 	33 	17 	: u	10 	34 	31 	41 u	17 	15 	18 	9 	48 	11 	31 	67 	64 	8 	7 	5 	17 	13 	33 	60 	: u	29 	54 	: u	6 	8 
I_IHDDAY,Y16_24LO,PC_IND_IU3,2012	30 	29 	34 	32 	22 	7 	: u	54 	33 	17 	: u	12 	37 	31 	42 u	22 	16 	18 	9 	48 	12 	32 	67 	65 	8 	7 	7 	17 	13 	33 	60 	: u	29 	54 	: u	8 	14 
I_IHDDAY,Y16_24LO,PC_IND_IUHD,2012	58 	58 	62 	61 	37 	53 u	: u	73 	68 	44 	: u	31 u	63 	47 	53 u	73 	46 	47 	23 	60 	43 	52 u	82 	78 	24 	25 	59 	29 u	24 	49 	76 	: u	44 	67 	: u	: u	50 
I_IHDDAY,Y16_24ME,PC_IND,2012	37 	37 	45 	36 	15 	10 	: u	49 u	41 	18 	31 	12 	53 	39 	41 	24 	20 	24 	10 	46 	11 	38 	73 	47 	9 	10 	7 	29 	18 	38 	72 	63 	29 	58 u	20 	8 	17 
I_IHDDAY,Y16_24ME,PC_IND_IU3,2012	38 	38 	46 	38 	16 	11 	: u	49 u	42 	18 	33 	13 	54 	40 	42 	27 	21 	24 	10 	47 	11 	38 	73 	47 	9 	11 	8 	30 	19 	38 	72 	64 	29 	58 u	22 	9 	19 
I_IHDDAY,Y16_24ME,PC_IND_IUHD,2012	64 	64 	68 	65 	32 	62 	: u	: u	72 	45 	67 	30 	70 	60 	52 	77 	52 	50 	24 	61 	45 	56 	85 	64 	24 	27 	57 	48 	38 	59 	80 	71 	43 	69 u	49 u	31 u	52 
I_IHDDAY,Y25_34,PC_IND,2012	29 	29 	34 	27 	18 	7 	: u	56 	29 	15 	30 	11 	30 	33 	27 	15 	14 	14 	5 	41 	8 	32 	49 	34 	10 	11 	6 	11 	15 	42 	59 	59 	31 	50 	22 	9 	8 
I_IHDDAY,Y25_34,PC_IND_IU3,2012	32 	32 	37 	29 	19 	10 	: u	57 	30 	15 	32 	14 	35 	34 	29 	20 	18 	15 	5 	41 	9 	35 	49 	35 	11 	12 	9 	12 	17 	42 	60 	61 	31 	50 	30 	12 	14 
I_IHDDAY,Y25_34,PC_IND_IUHD,2012	64 	64 	67 	63 	41 	59 	: u	74 	67 	43 	67 	41 	62 	62 	50 	75 	52 	48 	21 	64 	43 	65 	72 	60 	33 	44 	53 	31 	36 	60 	74 	73 	51 	67 	57 	44 	52 
I_IHDDAY,Y25_54,PC_IND,2012	19 	19 	22 	17 	13 	6 	: u	38 	16 	9 	22 	7 	19 	21 	15 	10 	9 	8 	2 	28 	6 	20 	32 	19 	6 	6 	3 	7 	11 	32 	50 	42 	23 	35 	14 	5 	5 
I_IHDDAY,Y25_54,PC_IND_IU3,2012	23 	23 	26 	20 	15 	9 	: u	39 	18 	10 	26 	10 	24 	24 	19 	16 	14 	9 	3 	29 	7 	25 	33 	22 	7 	8 	7 	8 	12 	32 	51 	45 	23 	35 	23 	8 	11 
I_IHDDAY,Y25_54,PC_IND_IUHD,2012	58 	58 	60 	57 	38 	60 	: u	62 	60 	44 	64 	39 	56 	57 	46 	73 	51 	45 	19 	52 	46 	61 	64 	49 	32 	42 	53 	29 	35 	55 	70 	64 	47 	53 	57 	39 	51 
I_IHDDAY,Y25_54HI,PC_IND,2012	30 	30 	33 	26 	18 	15 	: u	45 	21 	13 	35 	14 	30 	34 	25 	21 	18 	14 	5 	30 	11 	41 	40 	27 	12 	14 	13 	11 	15 	35 	57 	54 	28 	38 	28 	18 	18 
I_IHDDAY,Y25_54HI,PC_IND_IU3,2012	31 	31 	34 	27 	19 	15 	: u	45 	22 	14 	35 	15 	32 	34 	26 	23 	19 	14 	5 	30 	11 	41 	40 	27 	13 	14 	14 	11 	15 	36 	58 	55 	28 	38 	30 	19 	19 
I_IHDDAY,Y25_54HI,PC_IND_IUHD,2012	62 	62 	64 	61 	43 	62 	: u	64 	60 	47 	69 	46 	63 	63 	47 	73 	54 	53 	23 	52 	45 	72 	67 	51 	36 	48 	59 	26 	38 	54 	74 	68 	46 	53 	68 	49 	59 
I_IHDDAY,Y25_54LO,PC_IND,2012	9 	9 	10 	8 	6 	0 	: u	34 	7 	2 	7 	1 	9 	14 	5 	3 	1 	5 	0 	16 	2 	9 	22 	7 	1 	3 	0 n	0 	0 n	25 	30 u	24 	16 	34 	3 	0 n	1 
I_IHDDAY,Y25_54LO,PC_IND_IU3,2012	15 	15 	16 	13 	9 	0 	: u	36 	9 	3 	13 	4 	15 	19 	15 u	8 	2 	8 	0 	21 	5 	13 	24 	11 	4 	5 	3 	0 u	1 u	27 	33 u	36 	16 	36 	: u	1 	5 
I_IHDDAY,Y25_54LO,PC_IND_IUHD,2012	55 	55 	55 	52 	28 	: u	: u	60 	49 	20 u	49 	: u	45 	57 	: u	67 	: u	45 u	: u	51 u	: u	50 	61 	42 u	: u	41 	: u	: u	: u	53 	52 u	70 u	48 	60 u	: u	: u	40 
I_IHDDAY,Y25_54ME,PC_IND,2012	16 	16 	20 	16 	12 	3 	: u	35 	16 	7 	17 	4 	18 	17 	14 	12 	5 	4 	1 	29 	5 	26 	31 	19 	3 	7 	2 	7 	9 	30 	49 	35 	22 	32 	10 	4 	6 
