indic_is,ind_type,unit,time\geo	EU28 	EU27 	EU15 	EA 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	IS 	NO 	ME 	MK 	TR 
I_IHDDAY,Y25_54ME,PC_IND_IU3,2012	19 	19 	22 	18 	13 	5 	: u	36 	17 	9 	20 	5 	21 	19 	17 	15 	8 	5 	1 	30 	6 	28 	31 	21 	4 	7 	3 	8 	11 	31 	49 	38 	22 	32 	19 	5 	8 
I_IHDDAY,Y25_54ME,PC_IND_IUHD,2012	56 	56 	58 	56 	34 	58 	: u	61 	62 	42 	59 	26 	52 	51 	43 	74 	44 	34 	9 	53 	45 	59 	62 	48 	25 	34 	45 	33 	34 	56 	70 	58 	49 	49 	50 	30 	46 
I_IHDDAY,Y25_64,PC_IND,2012	16 	16 	18 	14 	11 	4 	: u	31 	13 	7 	19 	5 	16 	18 	11 	9 	8 	6 	2 	24 	5 	15 	27 	17 	4 	5 	3 	5 	9 	26 	42 	36 	20 	29 	11 	4 	4 
I_IHDDAY,Y25_64,PC_IND_IU3,2012	20 	20 	23 	18 	13 	8 	: u	33 	15 	9 	24 	9 	22 	21 	17 	14 	13 	8 	3 	26 	7 	22 	28 	20 	7 	8 	6 	7 	11 	27 	44 	40 	20 	30 	21 	7 	10 
I_IHDDAY,Y25_64,PC_IND_IUHD,2012	57 	57 	59 	56 	36 	60 	: u	59 	59 	44 	63 	38 	55 	56 	46 	72 	51 	44 	18 	51 	45 	58 	62 	49 	31 	41 	52 	28 	35 	53 	67 	62 	46 	49 	57 	37 	51 
I_IHDDAY,Y25_64HI,PC_IND,2012	27 	27 	30 	24 	16 	13 	: u	40 	18 	11 	32 	12 	28 	30 	22 	19 	16 	12 	4 	28 	10 	38 	35 	26 	11 	13 	12 	10 	14 	31 	52 	48 	25 	32 	25 	16 	17 
I_IHDDAY,Y25_64HI,PC_IND_IU3,2012	28 	28 	31 	25 	17 	14 	: u	40 	19 	12 	33 	14 	30 	31 	24 	21 	18 	13 	5 	28 	10 	39 	35 	27 	11 	13 	12 	11 	15 	31 	52 	50 	25 	32 	28 	17 	18 
I_IHDDAY,Y25_64HI,PC_IND_IUHD,2012	60 	61 	63 	60 	42 	62 	: u	62 	58 	47 	68 	45 	61 	63 	46 	74 	54 	53 	23 	50 	45 	71 	65 	53 	35 	47 	59 	27 	37 	51 	72 	66 	45 	49 	68 	49 	58 
I_IHDDAY,Y25_64LO,PC_IND,2012	6 	6 	7 	6 	4 	0 	: u	26 	5 	2 	6 	1 	7 	10 	2 	3 	0 n	4 	0 	13 	1 	6 	16 	6 	1 	2 	0 n	0 	2 	14 	21 	19 	12 	26 	2 	0 n	1 
I_IHDDAY,Y25_64LO,PC_IND_IU3,2012	13 	13 	14 	11 	7 	0 	: u	29 	7 	3 	11 	4 	13 	15 	12 u	8 	2 	7 	0 	18 	4 	11 	18 	10 	3 	4 	3 	0 	6 u	19 	24 	30 	13 	29 	: u	1 	5 
I_IHDDAY,Y25_64LO,PC_IND_IUHD,2012	53 	53 	53 	50 	27 	: u	: u	57 	47 	24 u	50 	: u	44 	54 	: u	66 	: u	45 u	: u	50 u	50 u	44 	59 	44 	: u	39 	: u	: u	: u	54 	48 u	66 	44 	54 u	: u	: u	40 
I_IHDDAY,Y25_64ME,PC_IND,2012	13 	13 	17 	13 	10 	3 	: u	29 	13 	6 	15 	3 	16 	14 	12 	10 	4 	3 	0 n	26 	4 	23 	26 	16 	2 	6 	1 	5 	7 	25 	41 	30 	19 	27 	9 	3 	6 
I_IHDDAY,Y25_64ME,PC_IND_IU3,2012	17 	17 	20 	16 	12 	5 	: u	30 	15 	7 	18 	6 	19 	17 	15 	14 	7 	5 	1 	27 	5 	25 	27 	19 	4 	7 	3 	7 	9 	26 	43 	33 	19 	27 	17 	5 	8 
I_IHDDAY,Y25_64ME,PC_IND_IUHD,2012	54 	54 	56 	55 	34 	59 	: u	57 	60 	42 	58 	27 	51 	51 	43 	73 	44 	33 	9 	52 	45 	55 	60 	47 	25 	34 	44 	31 	32 	56 	67 	56 	47 	46 	49 	28 	46 
I_IHDDAY,Y25_64_RETIROTH,PC_IND,2012	5 	5 	6 	3 	4 	1 	: u	18 	4 	2 	6 	1 	4 	4 	1 	2 	2 	1 	0 n	7 	1 	4 	5 	7 	0 n	0 n	0 n	0 n	2 	13 	17 	17 	: 	12 	2 	0 	1 
I_IHDDAY,Y25_64_RETIROTH,PC_IND_IU3,2012	9 	9 	10 	6 	6 	5 	: u	23 	6 	4 	10 	2 	9 	6 	4 	6 	6 	2 	1 	9 	3 	8 	6 	11 	1 	1 	1 	1 	4 	17 	22 u	23 	: 	14 	: u	0 	3 
I_IHDDAY,Y25_64_RETIROTH,PC_IND_IUHD,2012	44 	44 	45 	41 	25 	: u	: u	52 	45 	26 u	43 	: u	43 	37 	32 u	62 	45 u	: u	: u	30 u	42 u	32 u	32 	43 	18 	: u	: u	: u	28 u	52 	50 u	50 	: 	: u	: u	: u	34 
I_IHDDAY,Y25_64_SALSELFFAM,PC_IND,2012	19 	19 	22 	17 	14 	6 	: u	33 	16 	9 	26 	8 	21 	22 	15 	11 	9 	8 	2 	28 	7 	21 	32 	18 	6 	6 	4 	7 	11 	29 	45 	41 	21 	32 	16 	6 	7 
I_IHDDAY,Y25_64_SALSELFFAM,PC_IND_IU3,2012	23 	23 	25 	20 	15 	9 	: u	34 	17 	10 	29 	12 	26 	24 	18 	16 	14 	9 	3 	29 	8 	26 	33 	21 	8 	9 	7 	8 	12 	30 	46 	44 	21 	32 	23 	9 	13 
I_IHDDAY,Y25_64_SALSELFFAM,PC_IND_IUHD,2012	59 	59 	61 	58 	39 	60 	: u	60 	60 	45 	68 	43 	58 	58 	47 	73 	52 	46 	18 	53 	47 	61 	65 	47 	32 	43 	54 	29 	34 	54 	69 	64 	47 	50 	58 	38 	53 
I_IHDDAY,Y25_64_UNE,PC_IND,2012	9 	9 	10 	8 	5 	1 	: u	16 	6 	5 	10 	3 	9 	16 	10 	6 	7 	2 	1 	9 u	2 	10 u	23 	19 	1 	2 	1 	4 	6 	16 	31 u	24 	13 	: u	6 	3 	4 
I_IHDDAY,Y25_64_UNE,PC_IND_IU3,2012	13 	13 	15 	13 	6 	3 	: u	16 	8 	7 	13 	5 	14 	19 	19 	12 	12 	3 	2 	9 u	3 	: u	24 	21 	3 	4 	2 	6 	10 	17 	34 u	28 	13 	: u	16 	7 	8 
I_IHDDAY,Y25_64_UNE,PC_IND_IUHD,2012	47 	47 	48 	47 	21 	47 u	: u	36 u	47 	: u	50 	20 	40 	56 	42 	69 	52 u	28 	16 u	: u	: u	: u	61 u	65 u	24 u	30 u	: u	22 u	43 u	54 u	: u	49 	33 u	: u	49 u	: u	55 
I_IHDDAY,Y35_44,PC_IND,2012	18 	19 	22 	16 	13 	7 	: u	36 	16 	9 	23 	6 	19 	21 	15 	10 	9 	7 	2 	27 	7 	16 	31 	16 	5 	5 	3 	7 	11 	35 	57 	44 	27 	38 	9 	4 	4 
I_IHDDAY,Y35_44,PC_IND_IU3,2012	22 	22 	25 	19 	14 	10 	: u	37 	17 	10 	26 	8 	23 	23 	18 	16 	12 	8 	2 	28 	8 	19 	31 	17 	7 	7 	5 	8 	12 	35 	58 	46 	27 	38 	16 	6 	9 
I_IHDDAY,Y35_44,PC_IND_IUHD,2012	57 	57 	59 	56 	37 	66 	: u	58 	58 	46 	62 	33 	54 	56 	46 	73 	50 	43 	16 	49 	51 	52 	61 	40 	32 	40 	49 	29 	38 	56 	74 	63 	52 	54 	47 u	34 u	49 
I_IHDDAY,Y45_54,PC_IND,2012	10 	10 	12 	9 	9 	3 	: u	24 	8 	4 	13 	3 	9 	13 	5 	6 	4 	3 	1 	16 	3 	12 	20 	10 	2 	3 	2 	2 	5 	20 	35 	23 	13 	18 	9 	2 	1 
I_IHDDAY,Y45_54,PC_IND_IU3,2012	14 	14 	16 	12 	10 	5 	: u	25 	9 	5 	17 	6 	13 	16 	9 	11 	7 	4 	1 	17 	4 	18 	21 	13 	3 	5 	4 	3 	7 	21 	35 	27 	13 	19 	20 	4 	4 
I_IHDDAY,Y45_54,PC_IND_IUHD,2012	50 	50 	51 	50 	34 	51 	: u	52 	50 	41 	60 	42 u	44 	53 	37 	69 	46 	35 	15 	40 	40 	66 u	56 	42 	24 	42 	65 	19 u	30 	46 	59 	50 	36 	33 	: u	31 u	48 
I_IHDDAY,Y55_64,PC_IND,2012	5 	5 	6 	4 	4 	1 	: u	12 	4 	1 	5 	1 	4 	6 	2 	3 	2 	1 	0 n	10 	2 	2 	9 	8 	1 	1 	0 n	1 	2 	9 	17 	14 	6 	9 	0 n	0 n	0 n
I_IHDDAY,Y55_64,PC_IND_IU3,2012	9 	9 	10 	7 	6 	4 	: u	13 	5 	2 	9 	3 	8 	9 	5 	8 	7 	2 	0 n	12 	4 	4 	10 	12 	2 	2 	2 	2 	3 	11 	19 	17 	7 	10 	2 u	1 	2 
I_IHDDAY,Y55_64,PC_IND_IUHD,2012	44 	44 	45 	45 	25 	61 u	: u	39 	43 	: u	51 	: u	39 	48 	34 u	65 	55 u	34 u	2 u	38 	44 	: u	46 	49 	19 	21 u	38 u	: u	23 u	43 	51 	44 	32 	26 	: u	: u	42 u
I_IHDDAY,Y55_74,PC_IND,2012	3 	3 	4 	3 	3 	1 	: u	8 	2 	1 	3 	0 n	2 	5 	1 	2 	2 	0 n	0 n	8 	1 	1 	7 	5 	0 n	1 	0 n	0 n	1 	6 	12 	9 	5 	7 	3 	0 n	0 n
I_IHDDAY,Y55_74,PC_IND_IU3,2012	7 	7 	8 	6 	5 	4 	: u	10 	4 	1 	7 	3 	7 	8 	5 	7 	7 	1 	0 n	10 	3 	4 	8 	9 	1 	2 	2 	1 	3 	9 	15 	13 	5 	8 	13 	1 	2 
I_IHDDAY,Y55_74,PC_IND_IUHD,2012	42 	42 	42 	43 	25 	55 u	: u	34 	38 	: u	48 	32 u	37 	48 	32 	63 	53 u	26 u	2 u	38 	46 	21 u	45 	44 	18 	29 u	38 u	: u	23 u	41 	47 	41 	31 	26 	: u	: u	46 u
I_IHDDAY,Y55_74HI,PC_IND,2012	9 	9 	10 	8 	6 	3 	: u	14 	5 	1 	8 	2 	9 	12 	4 	8 	6 	2 	0 n	11 	4 	14 u	14 	15 	2 	4 	1 	2 	6 	10 	22 	15 	6 	11 	8 	2 u	3 
I_IHDDAY,Y55_74HI,PC_IND_IU3,2012	11 	11 	12 	10 	7 	6 	: u	15 	6 	2 	10 	3 	11 	13 	6 	12 	10 	3 	0 n	12 	5 	15 u	15 	20 	2 	5 	2 	3 	7 	11 	23 	17 	6 	11 	20 u	3 u	4 
I_IHDDAY,Y55_74HI,PC_IND_IUHD,2012	45 	45 	47 	47 	26 	55 u	: u	42 	42 	: u	47 	: u	41 	55 	40 u	71 	52 u	35 u	2 u	39 u	43 u	: u	51 	61 	15 u	36 u	: u	: u	: u	33 	55 	44 	27 u	28 u	: u	: u	: u
I_IHDDAY,Y55_74LO,PC_IND,2012	1 	1 	1 	1 	1 	0 	: u	5 	0 n	0 n	1 	0 	0 n	2 	0 	0 n	0 	0 	0 	2 	0 n	0 n	3 	2 	0 	0 n	0 n	0 	2 	2 	3 	5 	1 	3 	2 	0 	0 
I_IHDDAY,Y55_74LO,PC_IND_IU3,2012	5 	5 	5 	3 	3 	0 u	: u	8 	1 	3 u	5 	0 u	2 	4 	: u	3 	0 u	0 u	: u	3 u	3 	1 	4 	8 	0 u	0 n	2 u	: u	: u	5 	5 	12 	2 	5 u	: u	0 u	0 
I_IHDDAY,Y55_74LO,PC_IND_IUHD,2012	37 	37 	37 	33 	18 	: 	: u	29 	: u	: u	56 u	: u	27 u	34 	: 	51 u	: 	: u	: 	: u	: u	: u	41 u	: u	: 	: u	: u	: u	: u	: u	: u	50 u	: u	: u	: u	: u	: u
I_IHDDAY,Y55_74ME,PC_IND,2012	3 	3 	4 	3 	4 	0 n	: u	8 	2 	0 n	4 	1 	3 	5 	1 	3 	1 	0 n	0 	10 	1 	0 u	4 	3 	0 n	2 	0 n	0 n	0 n	7 	13 	8 	6 	6 	1 	0 	1 
I_IHDDAY,Y55_74ME,PC_IND_IU3,2012	6 	6 	7 	5 	5 	2 	: u	9 	3 	0 n	6 	5 	5 	7 	4 	6 	3 	0 n	0 	13 	3 	0 u	5 	5 	1 	2 	1 	1 	1 	9 	16 	11 	6 	7 	6 u	0 	2 
I_IHDDAY,Y55_74ME,PC_IND_IUHD,2012	39 	39 	40 	41 	28 	: u	: u	32 	38 	: u	43 	: u	31 	49 	28 u	60 	: u	: u	: u	41 u	51 u	: u	33 	29 	23 u	: u	: u	: u	9 u	49 	47 	36 	35 u	27 u	: u	: u	: u
I_IHDDAY,Y65_74,PC_IND,2012	1 	1 	2 	1 	2 	0 n	: u	4 	1 	0 	1 	0 n	1 	2 	0 n	1 	1 	0 	0 	5 	1 	1 	3 	1 	0 n	0 n	0 n	0 	0 n	3 	7 	4 	2 	4 	5 	0 	0 n
I_IHDDAY,Y65_74,PC_IND_IU3,2012	4 	4 	4 	3 	4 	2 	: u	6 	2 	0 	4 	3 u	3 	5 	3 	5 	7 	0 	0 	7 	2 	3 u	4 	3 	0 n	3 	1 	0 u	2 	5 	10 	6 	2 	5 	: u	0 u	3 
I_IHDDAY,Y65_74,PC_IND_IUHD,2012	34 	34 	34 	35 	23 	: u	: u	24 	25 	: u	35 	: u	24 u	46 	: u	57 u	: u	: u	: u	37 u	: u	: u	38 	24 u	: u	: u	: u	: u	: u	34 u	39 u	32 	: u	: u	: u	: u	: u
I_IHDDAY,Y75_MAX,PC_IND,2012	: 	: 	: 	: 	: 	: 	: u	: 	0 n	: 	: 	: 	0 n	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 n	: 	2 	: 	: 	: 
I_IHDDAY,Y75_MAX,PC_IND_IU3,2012	: 	: 	: 	: 	: 	: 	: u	: 	0 n	: 	: 	: 	2 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	1 	: 	3 u	: 	: 	: 
I_IHDDAY,Y75_MAX,PC_IND_IUHD,2012	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
I_IHDLTWK,CB_EU_FOR,PC_IND,2012	5 	5 	5 	4 	6 	: u	: u	9 	2 	0 u	6 	8 u	6 	4 	: 	: u	3 	3 	8 u	10 	1 	9 u	11 	4 	0 u	9 	: 	: u	6 u	7 u	4 u	9 	11 	13 u	: 	: 	: 
I_IHDLTWK,CB_EU_FOR,PC_IND_IU3,2012	6 	6 	6 	6 	7 	: u	: u	9 	3 	0 u	7 	11 u	9 	6 	: 	: u	4 	5 u	: u	11 	1 	: u	11 u	5 	: u	11 	: 	: u	7 u	7 u	5 u	10 u	11 	13 u	: 	: 	: 
I_IHDLTWK,CB_EU_FOR,PC_IND_IUHD,2012	17 	17 	17 	19 	18 	: u	: u	21 u	17 	: u	18 	: u	22 	15 	: 	: u	19 	: u	: u	24 	: u	: u	21 u	12 	: u	41 u	: 	: u	: u	: u	: u	13 u	27 u	20 u	: 	: 	: 
I_IHDLTWK,CB_EXT_EU,PC_IND,2012	5 	5 	5 	4 	12 	10 u	: 	6 	2 	2 	: 	7 	6 	5 	8 	: u	3 	2 	1 	14 	3 u	4 u	5 	4 	5 u	5 	: u	2 	: u	15 	13 	6 	7 u	6 u	: 	: 	: 
I_IHDLTWK,CB_EXT_EU,PC_IND_IU3,2012	7 	7 	7 	6 	16 	11 u	: 	6 	3 	3 	: 	16 	8 	6 	13 	: u	6 	4 	3 	15 	4 u	5 u	6 	5 	: u	7 	: u	3 	: u	16 u	14 	7 	7 u	6 u	: 	: 	: 
I_IHDLTWK,CB_EXT_EU,PC_IND_IUHD,2012	16 	16 	16 	20 	39 	: u	: 	11 	13 	25 u	: 	: u	25 	15 	27 u	: u	22 	33 u	22 u	26 u	: u	: u	12 	12 u	: u	34 u	: u	: u	: u	31 u	21 	11 	: u	: u	: 	: 	: 
I_IHDLTWK,CB_FOR,PC_IND,2012	5 	5 	5 	4 	9 	11 u	: u	7 	2 	2 	7 	7 	6 	4 	8 	: u	3 	2 	2 	11 	1 	6 	6 	4 	3 	6 	: u	2 	5 u	12 	11 	7 	10 	9 	2 	: 	: 
I_IHDLTWK,CB_FOR,PC_IND_IU3,2012	7 	7 	7 	6 	12 	13 u	: u	7 	3 	3 	8 	15 	8 	6 	13 	: u	5 	4 	3 	12 	2 	9 u	7 	5 	9 u	8 	: u	3 	7 u	13 	12 	7 	10 	9 	4 	: 	: 
I_IHDLTWK,CB_FOR,PC_IND_IUHD,2012	16 	16 	16 	20 	29 	: u	: u	13 	14 	22 u	20 	47 u	24 	15 	27 u	: u	20 	34 u	28 u	24 	: u	: u	14 	12 	: u	36 	: u	: u	: u	23 u	19 	11 	25 	18 u	11 u	: 	: 
I_IHDLTWK,CB_NAT,PC_IND,2012	6 	6 	6 	5 	11 	1 	: u	9 	4 	5 	5 	5 	6 	7 	5 	: u	4 	4 	4 	13 	2 	5 	7 	6 	6 	4 	1 	7 	8 	12 	7 	9 	13 	13 	3 	: 	: 
I_IHDLTWK,CB_NAT,PC_IND_IU3,2012	8 	8 	8 	7 	13 	2 	: u	10 	5 	6 	7 	8 	9 	8 	9 	: u	6 	5 	6 	14 	3 	7 	7 	8 	10 	7 	2 	10 	11 	13 	8 	11 	14 	14 	6 	: 	: 
I_IHDLTWK,CB_NAT,PC_IND_IUHD,2012	20 	20 	19 	20 	35 	13 	: u	18 	17 	25 	18 	30 	19 	20 	18 	: u	21 	21 	32 	25 	18 	17 	15 	17 	41 	31 	15 	30 	31 	27 	12 	17 	30 	23 	13 	: 	: 
I_IHDLTWK,CC_EU_FOR,PC_IND,2012	5 	5 	5 	5 	6 	: u	: u	9 	3 	: u	7 	9 u	5 	5 	: 	: u	3 	: u	: u	11 	0 u	: u	4 u	4 	: u	4 u	: 	: 	: u	: u	: u	9 u	11 	8 u	: 	: 	: 
I_IHDLTWK,CC_EU_FOR,PC_IND_IU3,2012	7 	7 	7 	6 	7 	: u	: u	10 	3 	: u	8 	: u	7 	6 	: 	: u	4 	: u	: u	13 	: u	: u	4 u	4 	: u	5 u	: 	: 	: u	: u	: u	11 u	12 	8 u	: 	: 	: 
I_IHDLTWK,CC_EU_FOR,PC_IND_IUHD,2012	17 	17 	17 	18 	17 	: u	: u	20 u	12 u	: u	24 	: u	19 	17 u	: 	: u	17 	: u	: u	24 	: u	: u	: u	10 	: u	: u	: 	: 	: u	: u	: u	16 u	34 u	: u	: 	: 	: 
I_IHDLTWK,CC_EXT_EU,PC_IND,2012	5 	5 	5 	4 	12 	7 u	: u	6 	4 	3 	: 	2 	6 	5 	: 	: u	2 	2 	4 	9 u	4 u	: u	12 u	4 u	: u	5 	: u	0 u	: u	21 u	15 u	5 	: u	13 u	: 	: 	: 
I_IHDLTWK,CC_EXT_EU,PC_IND_IU3,2012	7 	7 	7 	7 	18 	9 u	: u	7 	6 	4 	: 	5 u	9 	8 	: 	: u	4 	4 	6 	9 u	5 u	: u	13 u	6 u	: u	6 	: u	0 u	: u	22 u	18 u	6 	: u	13 u	: 	: 	: 
I_IHDLTWK,CC_EXT_EU,PC_IND_IUHD,2012	16 	16 	16 	25 	43 u	: u	: u	12 	24 u	25 	: 	: u	29 	19 	: 	: u	21 u	25 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	8 	: u	: u	: 	: 	: 
I_IHDLTWK,CC_FOR,PC_IND,2012	5 	5 	5 	4 	7 	8 u	: u	7 	4 	3 	: 	2 	6 	5 	: 	: u	3 	2 	6 	11 	2 	3 u	8 	4 	5 u	4 	: u	0 u	: u	19 u	10 u	6 	9 	10 	3 	: 	: 
I_IHDLTWK,CC_FOR,PC_IND_IU3,2012	7 	7 	7 	7 	9 	13 u	: u	8 	4 	4 	: 	6 	8 	7 	: 	: u	4 	4 	9 	12 	3 u	: u	8 u	5 	: u	6 	: u	0 u	: u	20 u	12 u	6 	9 	10 	5 u	: 	: 
I_IHDLTWK,CC_FOR,PC_IND_IUHD,2012	16 	16 	16 	21 	23 	: u	: u	15 	18 	24 	: 	: u	25 	17 	: 	: u	19 	24 	: u	24 	: u	: u	16 u	11 	: u	: u	: 	: u	: u	: u	19 u	9 	25 u	18 u	: u	: 	: 
I_IHDLTWK,CC_NAT,PC_IND,2012	6 	6 	6 	5 	11 	1 	: u	9 	4 	5 	5 	5 	6 	7 	5 	: u	4 	4 	4 	13 	2 	5 	6 	6 	6 	4 	1 	7 	8 	12 	8 	9 	13 	13 	3 	: 	: 
I_IHDLTWK,CC_NAT,PC_IND_IU3,2012	8 	8 	8 	7 	13 	2 	: u	10 	5 	6 	7 	9 	9 	8 	9 	: u	6 	5 	6 	13 	3 	7 	7 	8 	10 	7 	2 	9 	11 	13 	8 	11 	14 	14 	5 	: 	: 
I_IHDLTWK,CC_NAT,PC_IND_IUHD,2012	20 	20 	19 	20 	35 	13 	: u	17 	17 	25 	18 	31 	19 	20 	18 	: u	21 	21 	31 	26 	18 	17 	15 	17 	41 	32 	15 	29 	31 	26 	13 	17 	30 	23 	13 	: 	: 
I_IHDLTWK,EMPL_UNE,PC_IND,2012	6 	6 	7 	6 	12 	1 	: u	10 	5 	5 	6 	6 	7 	7 	6 	3 	4 	4 	4 	13 	3 	6 	7 	7 	7 	4 	1 	8 	10 	13 	7 	10 	13 	15 	3 	3 	3 
I_IHDLTWK,EMPL_UNE,PC_IND_IU3,2012	8 	8 	8 	7 	13 	2 	: u	10 	5 	6 	7 	9 	9 	8 	8 	5 	6 	5 	6 	13 	3 	7 	7 	8 	10 	6 	2 	9 	11 	14 	8 	10 	13 	16 	5 	4 	5 
I_IHDLTWK,EMPL_UNE,PC_IND_IUHD,2012	19 	19 	18 	20 	34 	14 	: u	17 	16 	25 	17 	31 	20 	19 	19 	22 	21 	21 	34 	23 	18 	16 	14 	17 	40 	31 	14 	31 	32 	25 	11 	15 	29 	24 	14 	21 	19 
I_IHDLTWK,F_I0_2,PC_IND,2012	3 	3 	3 	3 	7 	0 n	: u	8 	3 	5 	2 	1 	3 	5 	1 	1 	1 	5 	4 	10 	1 	4 	4 	3 	4 	1 	0 n	5 	9 	11 	10 	2 	12 	10 	1 	1 	1 
I_IHDLTWK,F_I0_2,PC_IND_IU3,2012	7 	7 	6 	6 	12 	2 	: u	9 	5 	8 	4 	10 	8 	7 	2 u	3 	6 	9 	10 	15 	2 	7 	5 	7 	12 	4 	1 	12 	16 	14 	12 	4 	14 	11 	: u	4 	4 
I_IHDLTWK,F_I0_2,PC_IND_IUHD,2012	22 	22 	21 	23 	37 	: u	: u	16 	19 	28 	16 	: u	25 	24 	: u	21 	26 u	29 	32 	29 u	13 u	29 u	14 	14 	44 	37 	18 u	: u	37 	34 	21 	13 u	35 	18 u	: u	: u	25 
I_IHDLTWK,F_I3_4,PC_IND,2012	5 	5 	6 	5 	11 	1 	: u	11 	4 	3 	5 	7 	7 	7 	5 	2 	3 	3 	3 	11 	1 	14 	8 	7 	4 	10 	1 	4 	7 	10 	6 	9 	13 	11 	5 	4 	3 
I_IHDLTWK,F_I3_4,PC_IND_IU3,2012	7 	7 	7 	7 	12 	1 	: u	11 	4 	4 	6 	11 	9 	8 	7 	4 	5 	4 	4 	11 	2 	14 	9 	9 	7 	10 	1 	5 	10 	12 	6 	10 	13 	12 	11 	7 	4 
I_IHDLTWK,F_I3_4,PC_IND_IUHD,2012	22 	22 	21 	24 	38 	15 	: u	25 	21 	26 	20 	46 	21 	23 	20 	21 	24 	30 	33 	24 	18 	29 	20 	23 	45 	52 	20 	20 	38 	31 	11 	17 	35 	28 	32 u	43 u	20 
I_IHDLTWK,F_I5_8,PC_IND,2012	8 	8 	8 	7 	12 	2 	: u	12 	5 	6 	8 	4 	7 	8 	11 	5 	6 	4 	5 	16 	3 	7 	6 	5 	10 	8 	2 	15 	9 	16 	11 	11 	17 	19 	2 	3 	5 
I_IHDLTWK,F_I5_8,PC_IND_IU3,2012	8 	8 	8 	7 	12 	3 	: u	12 	5 	7 	8 	5 	8 	8 	12 	6 	8 	5 	6 	16 	3 	7 	6 	5 	11 	8 	2 	16 	9 	16 	11 	11 	17 	19 	3 	4 	5 
I_IHDLTWK,F_I5_8,PC_IND_IUHD,2012	21 	21 	19 	21 	38 	14 	: u	20 	21 	35 	19 	24 	18 	19 	31 	25 	26 	24 	40 	31 	17 	14 u	13 	13 	45 	38 	12 	52 	30 	32 	17 	17 	35 	32 	8 u	11 u	17 
I_IHDLTWK,F_Y16_24,PC_IND,2012	8 	8 	8 	9 	17 	2 	: u	6 	7 	7 	5 	15 	11 	11 	9 	4 	8 	10 	11 	16 	4 	14 	5 	7 	14 	15 	2 	16 	15 	17 	6 	6 	23 	8 	13 	5 	3 
I_IHDLTWK,F_Y16_24,PC_IND_IU3,2012	9 	9 	9 	9 	18 	3 	: u	6 	7 	7 	5 	17 	11 	11 	10 	5 	9 	11 	12 	16 	5 	14 	5 	7 	15 	15 	2 	17 	15 	17 	6 	6 	23 	8 	15 	6 	6 
I_IHDLTWK,F_Y16_24,PC_IND_IUHD,2012	16 	16 	14 	17 	34 	13 	: u	8 	14 	19 	10 	44 	17 	17 	13 	14 	21 	25 	30 	21 	19 	22 	6 	10 	43 	42 	16 	30 	32 	27 	8 	7 	34 	11 u	28 u	18 u	20 
I_IHDLTWK,F_Y16_74,PC_IND,2012	5 	5 	6 	5 	10 	1 	: u	9 	4 	4 	5 	4 	5 	6 	4 	2 	4 	4 	4 	12 	1 	6 	6 	6 	6 	4 	1 	6 	8 	13 	8 	9 	14 	13 	4 	3 	1 
